has_dependents,tenure_mo,home_phone,multi_line,internet_plan,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,unlimited_data_opt,extra_data_fees_total,long_dist_fees_total,received_refund,tenure_log1p,tenure_group,bundle_score,is_autopay,penalty_fees_total,penalty_fee_rate,avg_billed_per_month,fee_minus_avg_billed,recent_offer_missing,left_flag
Yes,70,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),113.05,7869.05,Female,56,Yes,2,Yes,4,Offer A,33.25,Fiber Optic,15,Yes,0,2327.5,0,4.2626798770413155,49-72,8,1,2327.5,0.2957790330471912,112.415,0.6349999999999909,0,0
No,15,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.1,1504.05,Male,62,Yes,0,Yes,1,Unknown,40.7,Fiber Optic,29,Yes,0,610.5,0,2.772588722239781,13-24,4,0,610.5,0.4059040590405904,100.27,0.8299999999999983,1,1
Yes,48,1,No,No,One year,No,Mailed check,19.95,936.7,Female,32,No,0,No,0,Unknown,9.19,Unknown,0,No,0,441.12,0,3.8918202981106265,25-48,0,0,441.12,0.4709298601473257,19.514583333333334,0.435416666666665,1,0
No,12,1,No,DSL,Month-to-month,Yes,Electronic check,74.15,741.4,Male,63,Yes,0,Yes,7,Unknown,49.39,DSL,5,Yes,0,592.68,0,2.5649493574615367,7-12,6,0,592.68,0.799406528189911,61.78333333333333,12.366666666666674,1,0
No,71,1,Yes,Fiber optic,One year,Yes,Electronic check,92.0,6585.2,Male,70,Yes,0,Yes,7,Unknown,36.6,Fiber Optic,10,Yes,0,2598.6,0,4.276666119016055,49-72,5,0,2598.6,0.3946121606025633,92.74929577464789,-0.7492957746478908,1,0
No,44,1,No,Fiber optic,Month-to-month,No,Electronic check,73.85,3122.4,Male,69,No,0,No,0,Offer B,47.06,Fiber Optic,3,No,100,2070.64,0,3.8066624897703196,25-48,1,0,2170.64,0.6951831924160902,70.96363636363637,2.886363636363626,0,0
No,1,1,Yes,DSL,Month-to-month,Yes,Electronic check,50.45,50.45,Male,37,No,0,No,0,Unknown,28.25,Cable,9,Yes,0,28.25,0,0.6931471805599453,0-6,0,0,28.25,0.5599603567888999,50.45,0.0,1,1
Yes,45,1,Yes,No,Two year,No,Mailed check,24.45,1088.25,Male,43,Yes,3,Yes,10,Unknown,47.31,Unknown,0,No,0,2128.95,0,3.828641396489095,25-48,0,0,2128.95,1.9563059958649205,24.183333333333334,0.2666666666666657,1,0
No,23,1,Yes,No,One year,No,Credit card (automatic),24.8,615.35,Female,21,No,0,No,0,Unknown,43.77,Unknown,0,No,0,1006.71,0,3.1780538303479458,13-24,0,1,1006.71,1.6359957747623304,26.754347826086956,-1.9543478260869556,1,0
No,43,1,Yes,DSL,One year,Yes,Bank transfer (automatic),64.85,2908.2,Female,64,Yes,0,Yes,6,Unknown,12.98,DSL,8,Yes,0,558.14,0,3.784189633918261,25-48,3,1,558.14,0.19191940031634688,67.63255813953488,-2.782558139534885,1,0
No,35,1,No,No,Month-to-month,No,Bank transfer (automatic),20.75,739.9,Male,49,No,0,No,0,Unknown,17.92,Unknown,0,No,0,627.2,0,3.58351893845611,25-48,0,1,627.2,0.8476821192052981,21.14,-0.39000000000000057,1,0
No,9,1,No,DSL,Month-to-month,Yes,Mailed check,68.95,593.85,Male,47,Yes,0,Yes,2,Offer E,34.64,DSL,7,Yes,0,311.76,0,2.302585092994046,7-12,5,0,311.76,0.5249810558221772,65.98333333333333,2.9666666666666686,0,0
No,12,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,99.95,1132.75,Male,20,No,0,No,0,Unknown,28.16,Fiber Optic,42,No,120,337.92,0,2.5649493574615367,7-12,5,0,457.92,0.40425513131758994,94.39583333333333,5.554166666666674,1,1
No,65,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,Female,68,Yes,0,Yes,8,Offer B,15.3,Fiber Optic,29,Yes,0,994.5,0,4.189654742026425,49-72,5,1,994.5,0.13760039848079197,111.19153846153846,-1.791538461538451,0,0
No,2,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.4,193.6,Female,50,No,0,No,0,Unknown,39.62,Fiber Optic,7,Yes,0,79.24,0,1.0986122886681098,0-6,2,0,79.24,0.409297520661157,96.8,-5.3999999999999915,1,1
No,27,1,Yes,DSL,Month-to-month,No,Mailed check,49.0,1291.35,Male,61,No,0,No,0,Unknown,2.69,Cable,15,Yes,0,72.63,0,3.332204510175204,25-48,0,0,72.63,0.056243466140085956,47.827777777777776,1.1722222222222243,1,0
No,40,1,No,DSL,One year,Yes,Mailed check,50.25,2023.55,Female,61,No,0,No,0,Unknown,23.28,Cable,6,Yes,0,931.2,0,3.713572066704308,25-48,1,0,931.2,0.46018136443379215,50.58875,-0.33874999999999744,1,0
No,5,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Female,78,No,0,No,0,Unknown,42.33,Fiber Optic,9,Yes,0,211.65,0,1.791759469228055,0-6,1,1,211.65,0.6053196053196054,69.92999999999999,5.6200000000000045,1,1
Yes,8,1,No,No,One year,No,Credit card (automatic),19.9,153.95,Male,26,Yes,0,Yes,5,Offer E,48.39,Unknown,0,No,0,387.12,0,2.1972245773362196,7-12,0,1,387.12,2.514582656706723,19.24375,0.65625,0,0
No,58,1,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),97.8,5458.8,Female,66,Yes,0,Yes,5,Offer B,45.37,Fiber Optic,28,Yes,0,2631.46,0,4.07753744390572,49-72,3,1,2631.46,0.48205832783762,94.11724137931034,3.682758620689654,0,0
Yes,52,1,No,Fiber optic,One year,No,Electronic check,100.3,5244.45,Female,31,Yes,2,Yes,7,Unknown,7.99,Fiber Optic,19,Yes,0,415.48,0,3.970291913552122,49-72,5,0,415.48,0.07922279743347731,100.85480769230769,-0.5548076923076906,1,0
No,3,1,No,DSL,Month-to-month,Yes,Mailed check,55.8,154.55,Male,34,Yes,0,Yes,2,Offer E,4.19,Cable,6,Yes,0,12.57,0,1.3862943611198906,0-6,3,0,12.57,0.08133290197347136,51.51666666666667,4.283333333333324,0,0
No,20,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,98.55,2031.95,Male,26,No,0,No,0,Unknown,23.22,Fiber Optic,59,Yes,0,464.4,0,3.044522437723423,13-24,5,0,464.4,0.2285489308299909,101.5975,-3.0474999999999994,1,0
Yes,1,1,Yes,DSL,Month-to-month,Yes,Electronic check,50.05,50.05,Male,24,No,3,No,0,Offer E,43.05,DSL,69,Yes,0,43.05,0,0.6931471805599453,0-6,0,0,43.05,0.8601398601398601,50.05,0.0,0,0
No,23,1,No,No,Month-to-month,No,Electronic check,20.85,473.9,Male,45,No,0,No,0,Unknown,35.32,Unknown,0,No,0,812.36,0,3.1780538303479458,13-24,0,0,812.36,1.7142013082928889,20.604347826086954,0.24565217391304728,1,0
No,6,1,No,No,Month-to-month,No,Bank transfer (automatic),19.5,106.8,Female,67,No,0,No,0,Offer E,2.03,Unknown,0,No,0,12.18,0,1.9459101490553132,0-6,0,1,12.18,0.11404494382022472,17.8,1.6999999999999993,0,0
Yes,8,1,No,No,Month-to-month,Yes,Mailed check,19.35,152.6,Male,51,Yes,3,No,0,Offer E,34.87,Unknown,0,No,0,278.96,0,2.1972245773362196,7-12,0,0,278.96,1.8280471821756226,19.075,0.27500000000000213,0,0
No,18,1,Yes,DSL,Month-to-month,No,Mailed check,69.5,1199.4,Male,56,No,0,No,0,Unknown,12.21,DSL,8,Yes,0,219.78,0,2.9444389791664403,13-24,3,0,219.78,0.18324162081040518,66.63333333333334,2.86666666666666,1,0
No,31,1,No,Fiber optic,Month-to-month,Yes,Electronic check,94.5,2979.2,Male,56,No,0,No,0,Unknown,45.92,Fiber Optic,18,Yes,0,1423.52,0,3.4657359027997265,25-48,4,0,1423.52,0.4778195488721805,96.1032258064516,-1.6032258064516043,1,0
No,16,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.0,1534.75,Female,61,Yes,0,Yes,1,Unknown,37.83,Cable,26,Yes,0,605.28,0,2.833213344056216,13-24,4,0,605.28,0.39438345007330183,95.921875,4.078125,1,1
No,42,1,Yes,Fiber optic,One year,Yes,Electronic check,108.3,4586.15,Male,53,Yes,0,Yes,1,Unknown,42.45,Fiber Optic,11,Yes,0,1782.9,0,3.7612001156935624,25-48,6,0,1782.9,0.38875745450977406,109.19404761904761,-0.8940476190476119,1,0
No,1,1,No,No,Month-to-month,No,Electronic check,20.55,20.55,Male,53,No,0,No,0,Unknown,15.91,Unknown,0,No,0,15.91,0,0.6931471805599453,0-6,0,0,15.91,0.7742092457420925,20.55,0.0,1,1
No,60,1,No,Fiber optic,Two year,Yes,Electronic check,99.65,5941.05,Female,38,No,0,No,0,Unknown,16.81,Fiber Optic,21,Yes,0,1008.6,0,4.110873864173311,49-72,5,0,1008.6,0.16976797030827884,99.0175,0.6325000000000074,1,0
No,36,1,No,No,One year,No,Mailed check,20.0,666.75,Male,47,Yes,0,Yes,7,Unknown,21.77,Unknown,0,No,0,783.72,0,3.6109179126442243,25-48,0,0,783.72,1.1754330708661418,18.520833333333332,1.4791666666666679,1,0
No,4,1,No,Fiber optic,Month-to-month,No,Electronic check,70.4,281.0,Female,19,No,0,No,0,Unknown,41.12,Fiber Optic,42,No,70,164.48,0,1.6094379124341003,0-6,1,0,234.48,0.8344483985765124,70.25,0.15000000000000568,1,1
No,9,1,No,DSL,Month-to-month,No,Mailed check,64.95,547.8,Male,40,No,0,No,0,Offer E,27.53,Cable,11,Yes,0,247.77,0,2.302585092994046,7-12,5,0,247.77,0.4523001095290253,60.86666666666666,4.083333333333343,0,0
No,62,1,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),92.3,5731.45,Male,35,No,0,No,0,Unknown,24.35,Fiber Optic,16,Yes,0,1509.7,0,4.143134726391533,49-72,4,1,1509.7,0.2634062933463609,92.44274193548387,-0.14274193548386904,1,0
No,37,1,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Male,27,No,0,No,0,Unknown,30.72,Fiber Optic,42,Yes,0,1136.64,0,3.6375861597263857,25-48,5,1,1136.64,0.32703888593172303,93.9337837837838,4.866216216216202,1,1
No,8,1,No,No,Month-to-month,No,Mailed check,19.2,156.85,Female,42,No,0,No,0,Unknown,14.32,Unknown,0,No,0,114.56,0,2.1972245773362196,7-12,0,0,114.56,0.7303793433216449,19.60625,-0.40625,1,0
No,31,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),88.65,2683.2,Male,46,Yes,0,Yes,9,Unknown,29.77,Fiber Optic,12,Yes,0,922.87,0,3.4657359027997265,25-48,2,1,922.87,0.3439437984496124,86.55483870967741,2.0951612903225936,1,0
No,24,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.75,2407.3,Female,35,No,0,No,0,Unknown,37.69,Fiber Optic,18,Yes,0,904.56,0,3.2188758248682006,13-24,4,0,904.56,0.3757570722386075,100.30416666666667,-1.5541666666666742,1,1
No,69,1,Yes,Fiber optic,Two year,No,Credit card (automatic),105.4,6998.95,Female,73,Yes,0,Yes,2,Unknown,19.39,Fiber Optic,13,Yes,0,1337.91,0,4.248495242049359,49-72,6,1,1337.91,0.19115867380107018,101.4340579710145,3.965942028985509,1,0
No,2,1,No,No,Month-to-month,No,Mailed check,20.25,36.8,Male,35,No,0,No,0,Unknown,15.83,Unknown,0,No,0,31.66,0,1.0986122886681098,0-6,0,0,31.66,0.8603260869565218,18.4,1.8500000000000014,1,0
Yes,61,1,Yes,Fiber optic,One year,Yes,Electronic check,106.0,6547.7,Male,52,Yes,0,Yes,1,Unknown,46.95,Cable,21,Yes,0,2863.95,0,4.127134385045092,49-72,5,0,2863.95,0.43739786489912486,107.33934426229509,-1.3393442622950857,1,1
No,41,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.7,4346.4,Male,21,No,0,No,0,Unknown,47.74,Fiber Optic,48,Yes,0,1957.34,0,3.7376696182833684,25-48,5,0,1957.34,0.4503359101785386,106.00975609756097,-1.309756097560964,1,1
No,39,0,No,DSL,One year,No,Mailed check,35.55,1309.15,Male,41,No,0,No,0,Unknown,0.0,DSL,14,Yes,0,0.0,0,3.6888794541139363,25-48,3,0,0.0,0.0,33.56794871794872,1.9820512820512803,1,0
Yes,72,0,No,DSL,Two year,Yes,Credit card (automatic),65.1,4754.3,Male,53,Yes,0,Yes,7,Offer A,0.0,DSL,15,Yes,0,0.0,0,4.290459441148391,49-72,8,1,0.0,0.0,66.03194444444445,-0.9319444444444542,0,0
No,13,1,No,Fiber optic,Month-to-month,Yes,Electronic check,96.85,1235.55,Female,74,No,0,No,0,Unknown,26.68,Fiber Optic,24,Yes,0,346.84,0,2.6390573296152584,13-24,4,0,346.84,0.28071708955525876,95.04230769230769,1.8076923076923066,1,0
Yes,51,1,No,DSL,One year,Yes,Credit card (automatic),69.75,3562.5,Female,50,Yes,0,Yes,2,Unknown,17.95,DSL,14,Yes,0,915.45,0,3.9512437185814275,49-72,6,1,915.45,0.25696842105263157,69.8529411764706,-0.10294117647059409,1,0
No,71,1,No,Fiber optic,Two year,Yes,Electronic check,99.2,7213.75,Female,70,Yes,0,Yes,6,Unknown,22.0,Fiber Optic,27,Yes,0,1562.0,0,4.276666119016055,49-72,5,0,1562.0,0.21653093051464217,101.60211267605634,-2.4021126760563334,1,0
No,56,1,Yes,Fiber optic,One year,Yes,Electronic check,106.8,5914.4,Female,49,No,0,No,0,Unknown,32.43,Fiber Optic,2,No,30,1816.08,0,4.04305126783455,49-72,5,0,1846.08,0.3121330988773164,105.61428571428571,1.1857142857142833,1,0
No,1,1,No,DSL,Month-to-month,No,Mailed check,51.25,51.25,Male,32,No,0,No,0,Unknown,39.3,DSL,26,Yes,0,39.3,0,0.6931471805599453,0-6,1,0,39.3,0.7668292682926828,51.25,0.0,1,0
Yes,23,1,No,DSL,One year,Yes,Mailed check,57.75,1282.85,Female,30,Yes,0,Yes,5,Offer D,12.88,DSL,41,Yes,0,296.24,0,3.1780538303479458,13-24,4,0,296.24,0.23092333476244303,55.77608695652174,1.9739130434782624,0,0
No,66,1,Yes,DSL,One year,Yes,Bank transfer (automatic),70.85,4738.85,Female,73,Yes,0,No,0,Unknown,44.01,Cable,17,Yes,0,2904.66,0,4.204692619390966,49-72,3,1,2904.66,0.6129461789252666,71.80075757575759,-0.9507575757575921,1,0
No,1,1,No,No,Month-to-month,No,Mailed check,19.55,19.55,Female,21,No,0,No,0,Unknown,5.1,Unknown,0,No,0,5.1,0,0.6931471805599453,0-6,0,0,5.1,0.2608695652173913,19.55,0.0,1,0
No,19,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.2,1775.8,Male,74,No,0,No,0,Offer D,39.97,Fiber Optic,9,Yes,0,759.43,0,2.995732273553991,13-24,2,0,759.43,0.427655141344746,93.46315789473684,-5.263157894736835,0,1
Yes,52,1,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,Female,41,Yes,1,Yes,6,Unknown,31.09,Fiber Optic,28,Yes,0,1616.68,0,3.970291913552122,49-72,5,1,1616.68,0.32376336764529184,96.02692307692307,2.123076923076937,1,0
No,3,1,No,No,Month-to-month,Yes,Electronic check,20.25,61.45,Male,19,No,0,No,0,Unknown,1.57,Unknown,0,No,0,4.71,0,1.3862943611198906,0-6,0,0,4.71,0.07664768104149715,20.483333333333334,-0.23333333333333428,1,0
Yes,51,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,Female,29,Yes,2,Yes,6,Unknown,2.53,Fiber Optic,71,Yes,0,129.03,0,3.9512437185814275,49-72,2,1,129.03,0.032108596384267954,78.79509803921569,0.3549019607843178,1,0
No,15,1,Yes,Fiber optic,Month-to-month,No,Electronic check,75.65,1146.65,Male,70,No,0,No,0,Offer D,46.38,Fiber Optic,19,Yes,0,695.7,0,2.772588722239781,13-24,0,0,695.7,0.6067239349409148,76.44333333333334,-0.7933333333333366,0,1
No,64,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,6081.4,Male,79,Yes,0,Yes,9,Offer B,23.33,Fiber Optic,29,Yes,0,1493.12,0,4.174387269895637,49-72,3,0,1493.12,0.2455224126023613,95.021875,-0.7718749999999943,0,0
No,37,0,No,DSL,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,Female,64,No,0,No,0,Offer C,0.0,Cable,6,Yes,0,0.0,0,3.6375861597263857,25-48,3,1,0.0,0.0,39.96891891891892,0.23108108108108638,0,0
No,13,1,No,No,Two year,No,Mailed check,19.95,243.65,Male,59,No,0,No,0,Offer D,18.73,Unknown,0,No,0,243.49,0,2.6390573296152584,13-24,0,0,243.49,0.9993433203365484,18.742307692307694,1.2076923076923052,0,0
No,49,1,Yes,DSL,One year,Yes,Electronic check,55.35,2633.95,Male,29,Yes,0,Yes,3,Unknown,42.19,Cable,52,Yes,0,2067.31,0,3.912023005428146,49-72,1,0,2067.31,0.7848706315609636,53.754081632653055,1.5959183673469468,1,0
No,45,1,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),102.15,4735.35,Female,74,No,0,No,0,Offer B,34.12,Fiber Optic,15,Yes,0,1535.4,0,3.828641396489095,25-48,3,1,1535.4,0.324242136272926,105.23,-3.0799999999999983,0,0
No,18,1,No,Fiber optic,Month-to-month,Yes,Electronic check,71.1,1247.75,Female,19,No,0,No,0,Offer D,2.76,Fiber Optic,26,No,150,49.68,0,2.9444389791664403,13-24,0,0,199.68,0.16003205770386697,69.31944444444444,1.7805555555555515,0,0
No,1,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.7,74.7,Male,69,No,0,No,0,Unknown,11.34,Fiber Optic,20,Yes,0,11.34,0,0.6931471805599453,0-6,0,0,11.34,0.15180722891566265,74.7,0.0,1,1
No,68,0,No,DSL,Two year,Yes,Bank transfer (automatic),54.1,3794.5,Male,42,Yes,0,Yes,7,Offer A,0.0,Cable,16,Yes,0,0.0,0,4.23410650459726,49-72,5,1,0.0,0.0,55.8014705882353,-1.7014705882352956,0,0
Yes,23,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,Female,74,Yes,3,Yes,4,Unknown,2.03,Fiber Optic,53,Yes,0,46.69,0,3.1780538303479458,13-24,3,1,46.69,0.021914529112201073,92.63260869565218,-4.182608695652178,1,0
No,17,1,No,Fiber optic,Month-to-month,Yes,Electronic check,76.65,1313.55,Male,62,No,0,No,0,Unknown,30.61,Fiber Optic,7,Yes,0,520.37,0,2.8903717578961645,13-24,1,0,520.37,0.39615545658711127,77.26764705882353,-0.6176470588235219,1,1
No,71,1,Yes,DSL,Two year,No,Credit card (automatic),80.4,5727.15,Male,22,Yes,0,Yes,2,Offer A,18.04,DSL,41,Yes,0,1280.84,0,4.276666119016055,49-72,7,1,1280.84,0.223643522519927,80.66408450704225,-0.2640845070422415,0,0
Yes,67,1,No,No,Two year,Yes,Bank transfer (automatic),19.25,1372.9,Female,56,Yes,1,Yes,2,Offer A,48.75,Unknown,0,No,0,3266.25,0,4.219507705176107,49-72,0,1,3266.25,2.3790880617670624,20.491044776119406,-1.2410447761194057,0,0
Yes,63,1,No,No,Two year,No,Credit card (automatic),19.5,1215.1,Female,48,No,1,No,0,Unknown,24.32,Unknown,0,No,0,1532.16,0,4.1588830833596715,49-72,0,1,1532.16,1.2609332565220972,19.287301587301585,0.2126984126984155,1,0
No,41,1,Yes,DSL,One year,Yes,Electronic check,68.6,2877.05,Female,36,No,0,No,0,Unknown,36.93,DSL,30,Yes,0,1514.13,0,3.7376696182833684,25-48,5,0,1514.13,0.5262786534818651,70.1719512195122,-1.5719512195122007,1,0
No,17,1,Yes,Fiber optic,Month-to-month,No,Electronic check,92.6,1579.7,Female,46,Yes,0,Yes,10,Offer D,9.22,Fiber Optic,13,Yes,0,156.74,0,2.8903717578961645,13-24,3,0,156.74,0.09922137114642021,92.9235294117647,-0.32352941176471006,0,0
No,56,1,Yes,Fiber optic,One year,Yes,Electronic check,100.55,5514.95,Male,28,Yes,0,Yes,7,Unknown,46.9,Fiber Optic,48,Yes,0,2626.4,0,4.04305126783455,49-72,4,0,2626.4,0.4762327854286984,98.48125,2.0687499999999943,1,0
No,2,0,No,DSL,Month-to-month,Yes,Electronic check,42.6,72.4,Female,49,No,0,No,0,Offer E,0.0,DSL,21,Yes,0,0.0,0,1.0986122886681098,0-6,4,0,0.0,0.0,36.2,6.399999999999999,0,1
No,3,1,No,No,Month-to-month,Yes,Mailed check,19.6,55.25,Female,28,Yes,0,Yes,5,Unknown,41.9,Unknown,0,No,0,125.7,0,1.3862943611198906,0-6,0,0,125.7,2.2751131221719456,18.416666666666668,1.1833333333333336,1,0
No,37,1,Yes,DSL,One year,No,Electronic check,67.45,2443.3,Male,42,No,0,No,0,Offer C,13.04,DSL,14,Yes,0,482.48,0,3.6375861597263857,25-48,5,0,482.48,0.19747063397863546,66.03513513513514,1.4148648648648674,0,0
No,29,1,No,DSL,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Female,45,No,0,No,0,Unknown,1.02,DSL,19,Yes,0,29.58,0,3.4011973816621555,25-48,5,1,29.58,0.015011418421720374,67.94827586206897,0.9017241379310263,1,1
No,8,1,No,DSL,Month-to-month,No,Mailed check,43.55,335.4,Male,44,No,0,No,0,Unknown,7.02,DSL,23,No,10,56.16,0,2.1972245773362196,7-12,0,0,66.16,0.19725700655933215,41.925,1.625,1,0
No,63,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,Female,40,No,0,No,0,Offer B,19.01,Fiber Optic,20,Yes,0,1197.63,0,4.1588830833596715,49-72,7,1,1197.63,0.17101792815884737,111.15793650793651,-1.3079365079365175,0,0
Yes,7,1,No,No,Month-to-month,No,Mailed check,20.65,158.95,Female,61,Yes,1,Yes,7,Unknown,5.01,Unknown,0,No,0,35.07,0,2.0794415416798357,7-12,0,0,35.07,0.22063541994337843,22.707142857142856,-2.057142857142857,1,0
No,3,1,No,Fiber optic,Month-to-month,No,Electronic check,95.4,293.15,Female,52,No,0,No,0,Unknown,17.01,Fiber Optic,28,Yes,0,51.03,0,1.3862943611198906,0-6,4,0,51.03,0.17407470578202286,97.71666666666665,-2.3166666666666487,1,0
Yes,72,1,No,No,Two year,No,Bank transfer (automatic),21.0,1493.75,Male,19,Yes,1,Yes,3,Offer A,5.7,Unknown,0,No,0,410.4,0,4.290459441148391,49-72,0,1,410.4,0.274744769874477,20.74652777777778,0.25347222222222143,0,0
No,19,1,No,DSL,Month-to-month,Yes,Electronic check,56.2,1093.4,Female,57,No,0,No,0,Offer D,40.22,Cable,22,Yes,0,764.18,0,2.995732273553991,13-24,2,0,764.18,0.6989025059447593,57.54736842105264,-1.3473684210526358,0,0
No,59,1,No,No,Two year,No,Bank transfer (automatic),18.4,1057.85,Female,60,Yes,0,Yes,9,Offer B,26.99,Unknown,0,No,0,1592.41,0,4.0943445622221,49-72,0,1,1592.41,1.5053268421798933,17.92966101694915,0.47033898305084776,0,0
Yes,2,1,No,Fiber optic,Month-to-month,No,Credit card (automatic),90.0,190.05,Male,51,Yes,0,Yes,1,Unknown,46.92,Fiber Optic,7,Yes,0,93.84,0,1.0986122886681098,0-6,5,1,93.84,0.49376479873717444,95.025,-5.025000000000006,1,1
Yes,35,1,Yes,No,Month-to-month,Yes,Electronic check,25.75,882.55,Female,62,Yes,1,Yes,5,Offer C,24.76,Unknown,0,No,0,866.6,0,3.58351893845611,25-48,0,0,866.6,0.981927369554133,25.215714285714284,0.5342857142857156,0,0
No,14,1,No,Fiber optic,Month-to-month,No,Electronic check,75.35,1025.95,Female,42,No,0,No,0,Offer D,18.74,Cable,20,Yes,0,262.36,0,2.70805020110221,13-24,1,0,262.36,0.25572396315609924,73.28214285714286,2.067857142857136,0,1
Yes,69,1,No,No,Two year,No,Credit card (automatic),19.8,1436.95,Female,29,Yes,2,Yes,7,Offer A,8.39,Unknown,0,No,0,578.91,0,4.248495242049359,49-72,0,1,578.91,0.40287414315042275,20.82536231884058,-1.0253623188405783,0,0
No,7,1,Yes,DSL,Month-to-month,No,Electronic check,64.2,475.0,Male,68,Yes,0,Yes,2,Unknown,3.19,Cable,26,Yes,0,22.33,0,2.0794415416798357,7-12,4,0,22.33,0.04701052631578947,67.85714285714286,-3.6571428571428584,1,0
Yes,69,1,No,DSL,Two year,Yes,Bank transfer (automatic),75.75,5388.15,Male,64,Yes,0,Yes,4,Offer A,44.33,Cable,18,Yes,0,3058.77,0,4.248495242049359,49-72,6,1,3058.77,0.5676846412961778,78.0891304347826,-2.3391304347826036,0,0
Yes,4,1,No,DSL,Month-to-month,No,Electronic check,50.3,217.1,Female,61,Yes,1,Yes,8,Unknown,44.64,Cable,21,Yes,0,178.56,0,1.6094379124341003,0-6,1,0,178.56,0.8224781206817136,54.275,-3.9750000000000014,1,0
Yes,63,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,Male,30,Yes,2,Yes,9,Offer B,18.88,Fiber Optic,48,No,40,1189.44,0,4.1588830833596715,49-72,2,1,1229.44,0.25109316123234654,77.71984126984128,2.5801587301587148,0,0
No,46,1,No,No,Two year,Yes,Electronic check,21.1,937.1,Female,42,No,0,No,0,Offer B,32.78,Unknown,0,No,0,1507.88,0,3.8501476017100584,25-48,0,0,1507.88,1.6090918792017928,20.371739130434783,0.7282608695652186,0,0
No,5,1,No,Fiber optic,Month-to-month,No,Electronic check,69.95,330.15,Female,55,Yes,0,Yes,1,Offer E,17.08,Fiber Optic,10,Yes,0,85.4,0,1.791759469228055,0-6,0,0,85.4,0.2586703013781615,66.03,3.9200000000000017,0,1
No,60,1,No,No,Two year,No,Bank transfer (automatic),19.85,1128.1,Female,53,No,0,No,0,Offer B,31.12,Unknown,0,No,0,1867.2,0,4.110873864173311,49-72,0,1,1867.2,1.6551724137931036,18.801666666666666,1.0483333333333356,0,0
No,63,1,Yes,Fiber optic,One year,Yes,Electronic check,107.5,6873.75,Female,50,Yes,0,Yes,1,Unknown,1.93,Fiber Optic,21,No,60,121.59,0,4.1588830833596715,49-72,5,0,181.59,0.026417894162575013,109.10714285714286,-1.6071428571428612,1,1
Yes,25,1,No,Fiber optic,Month-to-month,No,Electronic check,85.9,2199.05,Male,26,Yes,3,No,0,Offer C,11.79,Fiber Optic,59,Yes,0,294.75,0,3.258096538021482,25-48,3,0,294.75,0.13403515154271162,87.962,-2.0619999999999976,0,0
No,1,1,No,DSL,Month-to-month,Yes,Mailed check,45.85,45.85,Male,58,No,0,No,0,Offer E,44.75,Cable,12,Yes,0,44.75,0,0.6931471805599453,0-6,0,0,44.75,0.9760087241003271,45.85,0.0,0,1
No,22,1,Yes,No,Two year,No,Mailed check,25.25,566.5,Male,61,No,0,No,0,Offer D,4.79,Unknown,0,No,0,105.38,0,3.1354942159291497,13-24,0,0,105.38,0.18601941747572814,25.75,-0.5,0,0
Yes,31,1,Yes,DSL,Two year,No,Bank transfer (automatic),80.55,2471.6,Female,58,Yes,0,Yes,9,Offer C,28.52,DSL,2,Yes,0,884.12,0,3.4657359027997265,25-48,6,1,884.12,0.35771160381938827,79.7290322580645,0.8209677419354904,0,0
No,53,1,No,Fiber optic,One year,Yes,Bank transfer (automatic),106.1,5769.75,Female,44,Yes,0,Yes,1,Unknown,30.09,Fiber Optic,11,Yes,0,1594.77,0,3.9889840465642745,49-72,6,1,1594.77,0.2764019238268556,108.86320754716981,-2.763207547169813,1,1
